keyword	AUS	CaOx	DCT	DCT_DHICA	DHICA_ox	TYR	binuclear_AspCuB	binuclear_TyrCuA	binuclear_TyrCuB	biosynthetic	hemocyanin	mononuclear_AspCuB_Zn	mononuclear_CuA_loss	mononuclear_CuB_loss	mononuclear_LeuCuA	mononuclear_ProCuB	neither_Microbispora	neither_liverfluke	oAPO	oMP
demethylase	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
deoxyribodipyrimidine	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dependent	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	22	28
dethiobiotin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
di-copper	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	109	9
di-sulfide	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
diacylglycerol	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	10
diaphanous	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dienelactone	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5
dihydroxy-acid	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12
dihydroxy-acid/6-phosphogluconate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
dioxygenase	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	46
division	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	18
dj-1/pfpi	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
dna-binding	0	0	0	17	0	0	0	0	0	0	3	0	0	0	0	0	0	0	24	14
dna-directed	0	0	0	13	0	0	0	0	0	0	8	0	1	0	0	0	0	0	10	16
dna/rna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
dnaj	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	23
dnak	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnjc3	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
domain	0	0	0	145	0	3	0	0	0	2	58	0	0	0	0	0	0	0	148	219
domain,	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	9
domain-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
domain-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3
dopachrome	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
drug	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
dss1/sem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
dtdp-d-glucose	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dual	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7
duf1488	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
duf2892	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
duf590-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
duf895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
dynactin	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dynamin	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	3
dzip1	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ecm29	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ecm29-like	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eef1-gamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
effector	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	1
efflux	0	0	0	14	0	2	0	0	0	0	1	0	0	0	0	0	0	0	23	47
elav-like	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
electron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5
element	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8
elongation	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
elongator	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
end3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
endo-1,4-beta-xylanase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
endo-rhamnogalacturonase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
endoglucanase	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
endonuclease	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12
endonuclease/exonuclease/phosphatase	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	3
endoplasmic	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9
endothelin	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
enolase	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
enzyme	0	0	0	10	0	0	0	0	0	1	4	0	0	0	0	0	0	0	27	74
enzyme-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
epimerase	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	11
epimerase/dehydratase	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	6
epithelium-derived	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
epoxide	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
epsilon	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ercc-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ester	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6
esterase	0	0	0	6	0	1	0	0	0	0	2	0	0	0	0	0	0	0	14	54
ethanolamine-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
eukaryotic	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	27
exchange	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3
exchange-related-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
exchanger	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9
excision	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
exocyst	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
exonuclease	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8
exopolyphosphatase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
exopolysaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
exosome	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6
exported	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
expressed	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
extended	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7
extracellular	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	11
f-actin-capping	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
f-box	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9
f-box-like	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0
facilitator	0	0	0	18	0	1	0	0	0	0	5	0	0	0	0	0	0	0	70	170
factor	0	0	0	271	0	0	0	0	0	3	20	0	0	0	0	0	1	0	105	238
factor-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5
factor-like	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
fad-binding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	15
fad-dependent	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	4
fad/nad(p)-binding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	20
family-domain-containing	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	59
fast	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fatty	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	12
fcf1-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ferric	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10
ferric-chelate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
feruloyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9
fet3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8
fetc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
fibronectin	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	1
finger	0	0	0	23	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	60
flagella-associated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
flavin	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	3
flavin-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14
flavoprotein	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4
fmo1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1
fold	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
fold-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
formaldehyde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
formation-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
formyltetrahydrofolate	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fragile-x-f	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
fras1-related	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
frem1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fructosamine	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ftr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ftra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
fub8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
full=multiple	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fumarate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
fumarylacetoacetate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
function	0	0	0	33	0	6	0	0	0	0	23	0	0	0	0	0	0	0	3	53
fungal	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	18	16
fungal-specific	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	22
fusaric	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
fusion	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
galactoside	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gamma	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	12
gated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
gcn5-related	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
gcsp	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gdsl-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18
gegh16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
gene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2
general	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	0	39	77
gfo/idh/moca	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
glimmer/critica	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
glucan	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	15
glucanotransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
glucose	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	4
glucose/ribitol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
glucosyltransferase	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glutamate	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	4
glutamine	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	0	4	10
glutathione	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	19
glycerol-3-phosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
glycine	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2
glycogen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10
glycohydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
glycolipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
glycosidase	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
glycoside	0	0	0	11	0	1	0	1	0	0	5	0	0	0	0	0	0	0	46	123
glycosyl	0	0	0	13	0	2	0	0	0	0	11	0	0	0	0	0	0	0	47	62
glycosylase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6
glycosylphosphotransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
glycosyltransferase	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13	45
glyoxalase/bleomycin	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3
glypican	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glypican-5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glypican-6	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glypican-6-like	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gnat	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	13
golgi	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	2
gp180	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpc5	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpc6	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpi-anchored	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
gpr180	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
groes-like	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
group	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
growth	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
gtp-binding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	5
gtpase	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	13
gtpase-activating	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	2
guanine	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	1	4	16
guanyl-specific	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
h-like	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	4
h6st3	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
had-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
hap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
hco3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
heat	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	13
heavy	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
helicase	0	0	0	15	0	0	0	0	0	0	10	0	0	0	0	0	0	0	12	23
helicase/atpase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
helix	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0
helix-turn-helix	0	0	0	12	0	0	0	0	0	0	2	1	0	0	0	0	0	0	21	0
heparan-sulfate	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
het-domain-containing	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	24
het-e-1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	11
heterokaryon	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	38	125
high	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
high-affinity	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	6
highly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
histidine	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	12
histone	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14
histone-lysine	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	8
hnm1-choline	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
homeobox	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6
homolog	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
homology	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	4
hopanoid-associated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
hydantoinase/oxoprolinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
hydratase	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	7	9
hydrolase	0	0	0	63	0	4	0	2	0	0	25	1	0	0	0	0	0	0	173	387
hydrolase/lysophospholipase	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
hydrolases	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	1
hydroxyacylglutathione	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
hydroxylase	0	0	0	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	11	24
hydroxylase-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
hypothethical	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ii-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
iii-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
import	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	11
inactive	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
incompatibility	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	48	139
indole-3-glycerol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
indoleamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
inhibitor	0	0	0	10	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	4
initiation	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	43
inner	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	9
inorganic	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5
inosine/uridine-preferring	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
integral	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	120
integrase	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
interacting	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	22
interleukin-1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
interleukin-8-like	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intradiol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9
intrinsic	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	2
involved	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	7
iron	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	49
isochorismatase	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
isocitrate	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	15
isoflavone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6
isoform	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9
isomerase	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15
isotrichodermin	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
jacalin-like	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
k+-h+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
kdm4c	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kinase	0	0	0	89	0	1	0	0	1	1	13	1	0	0	2	0	0	0	144	120
kinase-domain-containing	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
kinase-like	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	32	60
kinetochore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
kynureninase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
l-asparaginase	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	20
l-aspartase-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
l-dopachrome	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
l3-like	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
l31e	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
laccase-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
laci	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
lactose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
large	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	1	7	3
lectin	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0
lectin/glucanase	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21
lens	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
leucine	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
leucine-rich	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
leukocyte	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
leukotriene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3
ligase	0	0	0	39	0	3	0	0	0	0	7	0	0	0	0	0	2	0	27	33
light	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11
lipase	0	0	0	4	0	2	0	0	0	0	2	0	0	1	0	0	0	0	11	16
lipase/acylhydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
lipid	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
lipopolysaccharide	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
lipoxygenase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1
liz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
located	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
locomoter	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
long-chain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3
loop	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16
lorf2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lpxa-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
lur1l	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
luxr	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
lyase	0	0	0	5	0	1	0	0	0	0	2	0	0	0	0	0	0	0	16	40
lysine-specific	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lysr	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
maintenance	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
major	0	0	0	18	0	1	0	0	0	0	9	0	0	0	0	0	0	0	71	172
malignant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
maltose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
mannan	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
mannitol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
mannose-specific	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
mannosyltransferase	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6
marr	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
mate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
matrix	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
maturation	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
mbnl2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
med10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
mediator	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13
meiotic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2
mel28];	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
melanosporum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
member	0	0	0	82	0	0	0	0	0	0	8	0	0	1	0	0	0	0	21	37
