keyword	AUS	CaOx	DCT	DCT_DHICA	DHICA_ox	TYR	binuclear_AspCuB	binuclear_TyrCuA	binuclear_TyrCuB	biosynthetic	hemocyanin	mononuclear_AspCuB_Zn	mononuclear_CuA_loss	mononuclear_CuB_loss	mononuclear_LeuCuA	mononuclear_ProCuB	neither_Microbispora	neither_liverfluke	oAPO	oMP
membrane	0	0	0	52	0	3	0	0	0	1	5	0	0	0	2	0	0	0	37	197
mesa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
mesoderm	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
metabolism	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23
metal	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
metallo-dependent	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	11
metalloendopeptidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
metallopeptidase	0	0	0	9	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0
metalloprotease	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	5
methionine	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12
methyl	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
methyltransferase	0	0	0	36	0	1	0	0	0	0	21	0	0	0	0	0	0	0	58	122
methyltransferase-like	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
minor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4
mitochondrial	0	0	0	65	0	0	0	0	0	0	15	0	0	1	0	0	0	0	24	106
mitochondrial;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
mitogen-activated	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16
mms2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
mod-a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
modifying	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
module	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12
mono-and	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
monocarboxylate	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8
monooxygenase	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	34	41
mot2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mpdz	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mpdz_human	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mpkc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
mrna	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
mrp4	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
multicopper	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	64
multidrug	0	0	0	37	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	26
multiple	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mutase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2
myb-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
myo-inositol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
myosin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5
n-acetylglucosaminyl-phosphatidylinositol	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
n-acetyltransferase	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	27
n-acyltransferase	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	10
n-methyltransferase	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	10	10
n-terminal	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	25
n-terminus-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
na(+)/h(+)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
nacht	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6
nad(p)-binding	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	23	34
nad(p)-dependent	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
nad-binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7
nad-dependent	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	12
nadh	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	6
nadh-quinone	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nadh:ubiquinone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
nadp-dependent	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	11
nadph-dependent	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	14	0
ncs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18
neoformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
nfib	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nfip2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicotinic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
nit3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
nitrilase	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	12
nitrogen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7
non-canonical	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
non-receptor	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
non-ribosomal	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
non-specific	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
nonribosomal	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
nonsense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
ntrk	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ntrk-like	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nuclear	0	0	0	25	0	0	0	0	0	0	2	0	0	1	0	0	0	0	14	15
nuclease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
nucleocytoplasmic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
nucleolar	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	6
nucleophile	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
nucleoporin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14
nucleoside	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	27	89
nucleotide	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	20
nucleotide-diphospho-sugar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15
nucleotide-disulfide	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6
o-acetyltransferase	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10
o-acyltransferase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
o-methyltransferase	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	14
oligomeric	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
omega-amidase	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
onanonoxo-7-onima-8-eninoihtemlysoneda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
only	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
outer	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	15
output	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxalate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
oxgr1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxidase	0	0	0	46	0	0	0	0	0	0	5	0	0	0	0	0	1	0	66	136
oxidoreductase	0	0	0	46	0	1	0	0	0	0	6	0	0	0	0	0	0	0	99	97
oxidoreductase,	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	5
oxidoreductase-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9
oxygenase	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	18
p-loop	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	16	50
p-type	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
p450	0	0	0	17	0	0	0	0	0	0	14	0	0	0	0	0	0	0	116	103
paired	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
palmitoyltransferase	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
pantothenate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9
papa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
para-nitrobenzyl	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
partial	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
particle	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	5
pathway	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
pe=1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0
pe=2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2
pe=3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0
pectate	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	8
pectin	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
peptidase	0	0	0	19	0	0	0	0	0	0	13	0	0	0	0	1	0	0	19	65
peptide	0	0	0	8	0	3	0	0	0	0	4	0	0	0	0	0	0	0	4	34
peptidyl-lys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
permease	0	0	0	34	0	4	0	0	0	0	8	0	0	0	0	0	0	0	52	105
permease-domain-containing	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
permease/	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
peroxidase	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
peroxin	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
peroxisomal	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	12
phenazine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
phi-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
phosphatase	0	0	0	107	0	0	0	0	0	0	20	0	0	0	0	0	0	0	34	39
phosphatase-like	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13
phosphate	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	15
phosphate-dependent	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	22
phosphatidate	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7
phosphatidylinositide	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
phosphatidylinositol	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6
phosphatidylserine	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4
phosphodiesterase	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	10
phosphoglycerate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10
phospholipase	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5
phospholipid-translocating	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1
phosphoribosylformylglycinamidine	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phosphorylase	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14
phosphotransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25
photo-lyase	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phytanoyl-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
plasma	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	19
plp-dependent	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9
polarity	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22
polyadenylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
polyamine	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	14
polygalacturonase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2
polyketide	0	0	0	2	0	0	0	0	0	2	4	0	0	0	0	0	0	0	7	22
polymerase	0	0	0	54	0	0	0	0	1	0	16	0	1	0	0	0	1	0	15	53
polymerases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
polyphenol	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
polyphosphate	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
polyprenyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
polyprotein	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	3
polysaccharide	0	0	0	5	0	2	0	0	0	0	1	0	0	0	0	0	0	0	11	5
pom34-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
pombe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3
pore	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5
potassium	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7
potassium-transporting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
pre-18s	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pre-mrna-splicing	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	17
precursor	0	0	0	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	40
product	0	0	0	2	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	1
profile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
protease	0	0	0	17	0	1	0	0	0	1	6	0	0	0	0	0	0	0	38	40
proteasome	0	0	0	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13	14
protein,	0	0	0	24	0	0	0	0	1	1	65	0	0	0	0	0	0	0	49	20
protein-coupled	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein-domain-containing	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	35	108
protein-like	0	0	0	18	0	1	0	0	0	0	3	0	0	0	0	0	0	0	10	27
protein-s-isoprenylcysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
protein/dioxygenase	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0
proteinase	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	12
proteins	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	6
protocadherin-8	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protocadherin-8-like	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protocatechuate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
protoglobin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
psip1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptprd	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pump	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	19
purine	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	14
pyridine	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6
pyridoxal	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	22
pyruvate	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	7
quinate	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	7
racemase	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	1
radical	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
receptor	0	0	0	125	0	0	0	0	0	0	2	0	0	0	0	0	0	0	26	13
receptor-like	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
receptor-type	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10
recognition	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	19
recombination	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
reducing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
reductase	0	0	0	32	0	0	0	0	0	0	22	0	0	0	0	0	1	0	59	80
regulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16
regulator	0	0	0	88	0	6	0	0	0	0	11	0	0	0	0	0	0	0	75	45
regulator,	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulatory	0	0	0	15	0	1	0	0	0	0	2	0	0	0	0	0	0	0	25	38
remodeling	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	11
repair	0	0	0	7	0	0	0	0	0	0	5	0	0	1	0	0	0	0	12	13
repeat	0	0	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	26	49
repeat-containing	0	0	0	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	29	45
repeat-domain-containing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13
repeat-like	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	7
repeats	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0
replication	0	0	0	3	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	5
resistance	0	0	0	10	0	1	0	0	0	0	1	0	0	0	0	0	0	0	28	36
resistance-associated	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
resistance-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
response	0	0	0	10	0	1	0	0	0	0	1	0	0	0	0	0	0	0	6	7
reticulum	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
retrotransposable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7
retrovirus-related	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1
ribonuclease	0	0	0	12	0	1	0	0	0	0	2	0	0	0	0	0	0	0	13	34
ribonucleoprotein	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
ribosomal	0	0	0	57	0	0	0	0	0	0	14	0	0	0	0	0	0	1	53	72
ribosome	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	20
rich	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rieske	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
ring	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ring-cleavage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10
rmlc-like	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17
rna-binding	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4
rpa49	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rpabc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
rpb2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
rpb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
rrna	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
rsb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
rsm24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
rta1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	8
s-adenosyl-l-methionine-dependent	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	28	54
s-formylglutathione	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
s-transferase	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	14
s8/s53	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	13
sac1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0
saci	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
sad1-interacting	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
salicylate	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	7
sam-dependent	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	2
sbt1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
scaffold	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sec24d	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
secondary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
secreted	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10
secretion	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sed1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
sensor	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
serine	0	0	0	10	0	1	0	0	0	1	3	0	0	0	0	0	0	0	31	35
serine-type	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
serine/threonine	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	17	6
serine/threonine-protein	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	17
sgnh	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8
shock	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	12
short	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	18
short-chain	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	16	32
siderophore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
sigma	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
signal	0	0	0	6	0	2	0	0	0	0	3	0	0	0	0	0	0	0	4	9
signature	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10
similar	0	0	0	8	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	70
site	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
slc12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
slik1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slik5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slik6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slit	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
small	0	0	0	12	0	0	0	0	0	0	4	0	0	0	0	0	0	0	10	20
sn-1,2-diacylglycerol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
snf2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	18
snornp	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
snpc3	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snrna-activating	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sodium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6
sodium/hydrogen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9
sodium/potassium-transporting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
solute	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7
sorting	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	5	4
sorting-associated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7
sox-21	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sox-21-b	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sox21	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
specific	0	0	0	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	20	15
specificity	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8
sphingoid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
spindle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
splicing	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
spoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
spy2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
squalene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15
srpk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1
sry-box	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sterol	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	21
stress	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5
structural	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4
sub-family	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
subcomplex	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11
subfamily	0	0	0	41	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	8
