accession,kingdom,phylum,genus
A0A8C8LXU8,Animals,Chordata,Oncorhynchus
A0A8C8M0N2,Animals,Chordata,Oncorhynchus
A0A8C8M7S1,Animals,Chordata,Oncorhynchus
A0A8C8S5V7,Animals,Chordata,Pelusios
A0A8C8S6B1,Animals,Chordata,Pelusios
A0A8C8S6I2,Animals,Chordata,Pelusios
A0A8C8SGJ3,Animals,Chordata,Pelusios
A0A8C8SY41,Animals,Chordata,Pelusios
A0A8C8VKR0,Animals,Chordata,Pelusios
A0A8C8WFD9,Animals,Chordata,Panthera
A0A8C8XQJ9,Animals,Chordata,Panthera
A0A8C8Y621,Animals,Chordata,Panthera
A0A8C8YDL5,Animals,Chordata,Panthera
A0A8C8ZBU4,Animals,Chordata,Prolemur
A0A8C8ZZR0,Animals,Chordata,Prolemur
A0A8C8ZZV2,Animals,Chordata,Prolemur
A0A8C9A5M7,Animals,Chordata,Prolemur
A0A8C9CC83,Animals,Chordata,Phocoena
A0A8C9DNL2,Animals,Chordata,Prolemur
A0A8C9E8D2,Animals,Chordata,Phocoena
A0A8C9EEE1,Animals,Chordata,Phocoena
A0A8C9FAJ3,Animals,Chordata,Pavo
A0A8C9FBQ6,Animals,Chordata,Pavo
A0A8C9FHW8,Animals,Chordata,Pavo
A0A8C9G5W3,Animals,Chordata,Pavo
A0A8C9GHM7,Animals,Chordata,Piliocolobus
A0A8C9GMP5,Animals,Chordata,Piliocolobus
A0A8C9GUJ0,Animals,Chordata,Piliocolobus
A0A8C9IXZ4,Animals,Chordata,Piliocolobus
A0A8C9IYR5,Animals,Chordata,Panthera
A0A8C9KAS0,Animals,Chordata,Panthera
A0A8C9KIK1,Animals,Chordata,Panthera
A0A8C9LG00,Animals,Chordata,Pavo
A0A8C9LJ17,Animals,Chordata,Piliocolobus
A0A8C9MBE3,Animals,Chordata,Panthera
A0A8C9MEM1,Animals,Chordata,Serinus
A0A8C9NTR4,Animals,Chordata,Serinus
A0A8C9P8U8,Animals,Chordata,Spermophilus
A0A8C9QPT8,Animals,Chordata,Spermophilus
A0A8C9RJM5,Animals,Chordata,Scleropages
A0A8C9S1Z9,Animals,Chordata,Scleropages
A0A8C9S218,Animals,Chordata,Scleropages
A0A8C9S4V1,Animals,Chordata,Scleropages
A0A8C9SKL6,Animals,Chordata,Scleropages
A0A8C9SVH4,Animals,Chordata,Scleropages
A0A8C9T050,Animals,Chordata,Scleropages
A0A8C9T7Y9,Animals,Chordata,Scleropages
A0A8C9TUC2,Animals,Chordata,Scleropages
A0A8C9TX16,Animals,Chordata,Scleropages
A0A8C9U5C4,Animals,Chordata,Serinus
A0A8C9UKK0,Animals,Chordata,Spermophilus
A0A8C9VB52,Animals,Chordata,Scleropages
A0A8C9VDB0,Animals,Chordata,Scleropages
A0A8C9VS47,Animals,Chordata,Scleropages
A0A8C9VTL4,Animals,Chordata,Scleropages
A0A8C9VVP9,Animals,Chordata,Scleropages
A0A8C9W2N0,Animals,Chordata,Scleropages
A0A8C9W7B7,Animals,Chordata,Scleropages
A0A8C9WGW1,Animals,Chordata,Scleropages
A0A8C9WP85,Animals,Chordata,Scleropages
A0A8C9WYK1,Animals,Chordata,Sander
A0A8C9Y2W9,Animals,Chordata,Sander
A0A8C9ZMM4,Animals,Chordata,Sander
A0A8D0AHS8,Animals,Chordata,Sander
A0A8D0AI83,Animals,Chordata,Sander
A0A8D0AJR2,Animals,Chordata,Sander
A0A8D0AJS7,Animals,Chordata,Sander
A0A8D0AKH8,Animals,Chordata,Sander
A0A8D0AKK8,Animals,Chordata,Sander
A0A8D0AKM4,Animals,Chordata,Sander
A0A8D0ANY3,Animals,Chordata,Sander
A0A8D0APM3,Animals,Chordata,Sander
A0A8D0ASF2,Animals,Chordata,Sander
A0A8D0AZ20,Animals,Chordata,Sander
A0A8D0BS08,Animals,Chordata,Salvator
A0A8D0CH64,Animals,Chordata,Scleropages
A0A8D0CM39,Animals,Chordata,Scleropages
A0A8D0CMF0,Animals,Chordata,Sander
A0A8D0CMP5,Animals,Chordata,Scleropages
A0A8D0DJB8,Animals,Chordata,Salvator
A0A8D0DRY0,Animals,Chordata,Salvator
A0A8D0EH84,Animals,Chordata,Strix
A0A8D0FRF8,Animals,Chordata,Strix
A0A8D0FUZ0,Animals,Chordata,Strix
A0A8D0FV00,Animals,Chordata,Strix
A0A8D0GLE9,Animals,Chordata,Sphenodon
A0A8D0H245,Animals,Chordata,Sphenodon
A0A8D0H4N9,Animals,Chordata,Sphenodon
A0A8D0PRS3,Animals,Chordata,Sus
A0A8D0PXS0,Animals,Chordata,Sus
A0A8D0RT99,Animals,Chordata,Sus
A0A8D0S3X8,Animals,Chordata,Sus
A0A8D0X2P1,Animals,Chordata,Sus
A0A8D0XKY8,Animals,Chordata,Sus
A0A8D0XST1,Animals,Chordata,Sus
A0A8D0Z0W5,Animals,Chordata,Sus
A0A8D1CEU5,Animals,Chordata,Sus
A0A8D1CR85,Animals,Chordata,Sus
A0A8D1FZ43,Animals,Chordata,Sus
A0A8D1GQJ8,Animals,Chordata,Sus
A0A8D1I653,Animals,Chordata,Sus
A0A8D1K6T4,Animals,Chordata,Sus
A0A8D1K6U0,Animals,Chordata,Sus
A0A8D1QHB0,Animals,Chordata,Sus
A0A8D1US19,Animals,Chordata,Sus
A0A8D1US54,Animals,Chordata,Sus
A0A8D1USC2,Animals,Chordata,Sus
A0A8D1XF07,Animals,Chordata,Sus
A0A8D1XHC9,Animals,Chordata,Sus
A0A8D2AEJ0,Animals,Chordata,Sciurus
A0A8D2AM71,Animals,Chordata,Sciurus
A0A8D2DF68,Animals,Chordata,Sciurus
A0A8D2EQ83,Animals,Chordata,Theropithecus
A0A8D2ETI7,Animals,Chordata,Theropithecus
A0A8D2FM79,Animals,Chordata,Theropithecus
A0A8D2FPS1,Animals,Chordata,Theropithecus
A0A8D2H873,Animals,Chordata,Urocitellus
A0A8D2HD60,Animals,Chordata,Urocitellus
A0A8D2JP97,Animals,Chordata,Sciurus
A0A8D2JQJ4,Animals,Chordata,Sciurus
A0A8D2JYR4,Animals,Chordata,Theropithecus
A0A8D2KQ64,Animals,Chordata,Urocitellus
A0A8D2L695,Animals,Chordata,Varanus
A0A8D2LAH9,Animals,Chordata,Varanus
A0A8D2LQ88,Animals,Chordata,Varanus
A0A8D2LQK5,Animals,Chordata,Varanus
A0A8D2LR82,Animals,Chordata,Varanus
A0A8D2LRE4,Animals,Chordata,Varanus
A0A8D2LRX8,Animals,Chordata,Varanus
A0A8D2LSH8,Animals,Chordata,Varanus
A0A8D2LT03,Animals,Chordata,Varanus
A0A8D2MIM5,Animals,Chordata,Zonotrichia
A0A8D2MP71,Animals,Chordata,Zonotrichia
A0A8D2N3N9,Animals,Chordata,Zonotrichia
A0A8D2N594,Animals,Chordata,Zonotrichia
A0A8D2NTN1,Animals,Chordata,Zosterops
A0A8D2PIB3,Animals,Chordata,Zosterops
A0A8D2QN12,Animals,Chordata,Zosterops
A0A8D2QR43,Animals,Chordata,Zosterops
A0A8D3AN10,Animals,Chordata,Scophthalmus
