pfam_id	pfam_name	n_queries	freq_all	freq_pfam	total
PF18718	CxC5 like cysteine cluster associated with KDZ transposases	1	0.010	0.012	1
PF03525	Meiotic recombination protein Rec7 N-terminal domain	1	0.010	0.012	1
PF16113	Enoyl-CoA hydratase/isomerase	1	0.010	0.012	1
PF01607	Chitin binding Peritrophin-A domain	1	0.010	0.012	1
PF04815	Sec23/Sec24 helical domain	1	0.010	0.012	1
PF00324	Amino acid permease	1	0.010	0.012	1
PF08033	Sec23/Sec24 beta-sandwich domain	1	0.010	0.012	1
PF12781	ATP-binding dynein motor region	1	0.010	0.012	1
PF04811	Sec23/Sec24 trunk domain	1	0.010	0.012	1
PF00626	Gelsolin repeat	1	0.010	0.012	1
PF03522	Solute carrier family 12	1	0.010	0.012	1
PF04810	Sec23/Sec24 zinc finger	1	0.010	0.012	1
PF01150	GDA1/CD39 (nucleoside phosphatase) family	1	0.010	0.012	1
PF01248	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	1	0.010	0.012	1
PF00957	Synaptobrevin	1	0.010	0.012	1
PF16884	N-terminal domain of oxidoreductase	1	0.010	0.012	1
PF23381	IFT122 first beta-propeller	1	0.010	0.012	1
PF08281	Sigma-70, region 4	1	0.010	0.012	1
PF13520	Amino acid permease	1	0.010	0.012	1
PF03935	Beta-glucan synthesis-associated protein SKN1/KRE6/Sbg1	1	0.010	0.012	1
PF00833	Ribosomal S17	1	0.010	0.012	1
PF00557	Metallopeptidase family M24	1	0.010	0.012	1
PF16189	Creatinase/Prolidase N-terminal domain	1	0.010	0.012	1
PF16188	C-terminal region of peptidase_M24	1	0.010	0.012	1
PF00410	Ribosomal protein S8	1	0.010	0.012	1
PF00854	POT family	1	0.010	0.012	2
PF06842	Protein of unknown function (DUF1242)	1	0.010	0.012	1
PF09495	Protein of unknown function (DUF2462)	1	0.010	0.012	1
PF00881	Nitroreductase family	1	0.010	0.012	1
PF07627	Protein of unknown function (DUF1588)	1	0.010	0.012	1
PF00158	Sigma-54 interaction domain	1	0.010	0.012	2
PF00081	Iron/manganese superoxide dismutases, alpha-hairpin domain	1	0.010	0.012	1
PF02830	V4R domain	1	0.010	0.012	1
PF06505	Activator of aromatic catabolism	1	0.010	0.012	1
PF07624	Protein of unknown function (DUF1585)	1	0.010	0.012	1
PF00753	Metallo-beta-lactamase superfamily	1	0.010	0.012	1
PF07586	Protein of unknown function (DUF1552)	1	0.010	0.012	1
PF03372	Endonuclease/Exonuclease/phosphatase family	1	0.010	0.012	1
PF13537	Glutamine amidotransferase domain	1	0.010	0.012	1
PF13289	SIR2-like domain	1	0.010	0.012	1
PF27385	PM0109	1	0.010	0.012	1
PF00733	Asparagine synthase	1	0.010	0.012	1
PF25601	AAA+ ATPase lid domain	1	0.010	0.012	2
PF02954	Bacterial regulatory protein, Fis family	1	0.010	0.012	1
PF12146	Serine aminopeptidase, S33	1	0.010	0.012	1
PF02777	Iron/manganese superoxide dismutases, C-terminal domain	1	0.010	0.012	1
PF14062	Domain of unknown function (DUF4253)	1	0.010	0.012	1
PF04973	Nicotinamide mononucleotide transporter	1	0.010	0.012	1
PF01935	Helicase HerA, central domain	1	0.010	0.012	1
PF13977	BetI-type transcriptional repressor, C-terminal	1	0.010	0.012	1
PF00746	LPXTG cell wall anchor motif	1	0.010	0.012	1
PF25399	RNA helicase DeaD dimerization domain	1	0.010	0.012	1
PF08448	PAS fold	1	0.010	0.012	1
PF02868	Thermolysin metallopeptidase, alpha-helical domain	1	0.010	0.012	2
PF01483	Proprotein convertase P-domain	1	0.010	0.012	2
PF03880	DbpA RNA binding domain	1	0.010	0.012	1
PF01447	Thermolysin metallopeptidase, catalytic domain	1	0.010	0.012	2
PF10502	Signal peptidase, peptidase S26	1	0.010	0.012	1
PF07238	PilZ domain	1	0.010	0.012	1
PF21863	Helix-turn-helix family	1	0.010	0.012	1
PF07504	Fungalysin/Thermolysin Propeptide Motif	1	0.010	0.012	2
PF01740	STAS domain	1	0.010	0.012	1
PF01522	Polysaccharide deacetylase	1	0.010	0.012	1
PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	1	0.010	0.012	1
PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	1	0.010	0.012	1
PF03713	Domain of unknown function (DUF305)	1	0.010	0.012	1
PF00205	Thiamine pyrophosphate enzyme, central domain	1	0.010	0.012	1
PF13606	Ankyrin repeat	1	0.010	0.012	1
PF13513	HEAT-like repeat	1	0.010	0.012	1
PF02190	ATP-dependent protease La (LON) substrate-binding domain	1	0.010	0.012	1
PF22667	Lon protease AAA+ ATPase lid domain	1	0.010	0.012	1
PF00793	DAHP synthetase I family	1	0.010	0.012	1
PF05362	Lon protease (S16) C-terminal proteolytic domain	1	0.010	0.012	1
PF25574	Importin subunit beta-1-like, TPR repeats	1	0.010	0.012	1
PF01476	LysM domain	1	0.010	0.012	1
PF20209	Domain of unknown function (DUF6570)	1	0.010	0.012	1
PF07971	Glycosyl hydrolase family 92 catalytic domain	1	0.010	0.012	2
PF13432	Tetratricopeptide repeat	1	0.010	0.012	2
PF17678	Glycosyl hydrolase family 92 N-terminal domain	1	0.010	0.012	1
PF00226	DnaJ domain	1	0.010	0.012	1
PF00808	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	1	0.010	0.012	1
PF00339	Arrestin (or S-antigen), N-terminal domain	1	0.010	0.012	1
PF03357	Snf7	1	0.010	0.012	1
PF03368	Dicer dimerisation domain	1	0.010	0.012	1
PF01380	SIS domain	1	0.010	0.012	1
PF13522	Glutamine amidotransferase domain	1	0.010	0.012	1
PF00135	Carboxylesterase family	1	0.010	0.012	1
PF04820	Tryptophan halogenase	1	0.010	0.012	1
PF01055	Glycosyl hydrolases family 31 TIM-barrel domain	1	0.010	0.012	1
PF14737	Domain of unknown function (DUF4470)	1	0.010	0.012	1
PF21365	Glycosyl hydrolase family 31 C-terminal domain	1	0.010	0.012	1
PF13802	Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain	1	0.010	0.012	1
PF22660	Ribonucleotide synthetase preATP-grasp domain	1	0.010	0.012	1
PF12055	Domain of unknown function (DUF3536)	1	0.010	0.012	1
PF12704	MacB-like periplasmic core domain	1	0.010	0.012	1
PF07143	AttH-like	1	0.010	0.012	1
PF08668	HDOD domain	1	0.010	0.012	1
PF01833	IPT/TIG domain	1	0.010	0.012	1
PF06315	Isocitrate dehydrogenase kinase/phosphatase (AceK) kinase domain	1	0.010	0.012	1
PF17186		1	0.010	0.012	1
PF20423	Isocitrate dehydrogenase kinase/phosphatase (AceK), regulatory domain	1	0.010	0.012	1
PF01914	MarC family integral membrane protein	1	0.010	0.012	1
PF08543	Phosphomethylpyrimidine kinase	1	0.010	0.012	1
PF02222	ATP-grasp domain	1	0.010	0.012	1
PF21244	PurT, C-terminal	1	0.010	0.012	1
PF03065	Glycosyl hydrolase family 57	1	0.010	0.012	1
